,Dominant_Topic,Perc_Contribution,Topic_Keywords,0
702,0.0,0.7254999876022339,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",orta boyut kullanmak ve şık bir tost maki 
703,0.0,0.8661999702453613,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",fiyat göre performans çok iyi 
704,0.0,0.7986999750137329,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün anlatmak gibi 
705,0.0,0.531000018119812,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",iyi fa değil 
706,0.0,0.8598999977111816,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",kesinlikle tercih etmek koku hiç yok demek kadar az ve kullanım amaç bile uymak denemek için pişman 
707,0.0,0.8396999835968018,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hayır paketlemek dolay hasar 
708,0.0,0.8988999724388123,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok iyi bir ürün fiyat da uygun 
709,4.0,0.7210999727249146,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı","Ürün satılırken belirtilen ses çıkış için bluetooth desteği  ürün kurulduktan sonra sağlanamamıştır. TV' deki Bluetooth cihaz arama yazılımı bluetooth hoparlör ve kulaklık aramakta  fakat bluetooth ürünleri görememektedir. TV yi satın aldıktan sonra Samsung genel merkezinden verilen bilgiye göre UE40N5300AUXTK serisi TV' de bluetooth donanımı bulunmamaktadır deniyor. Smartthings mobil uygulaması önerildi; Play Storedan indirdim; bu uygulamada da TV sesini telefona aktar menüsü yok; halbuki Samsung web sitesindeki tüm tanıtımlarda Smartthings TV sesisini mobil telefona aktarıp telefon üzerinden TV sesi dinlenebiliyor görünüyor. Sorunu Samsung Türkiye Merkezine bildirdim; çözüm yok. Yurt dışındaki genel merkeze yazı yazdım; Smartthings genel merkezinden sorunumla ilgili yazılım ekibinin en kısa zamanda temas edeceğini bildirdiler.
TV sesini kulaklığa veya bluetooth kulaklığa aktarabilmek için TV' de sadece optik ses çıkışı bulunmakta; bunun için fiber optik kablolu bağlantıya sahip 5.0 Bluetooth özellikli Taotronics markasının BT09 olan iyi bir modelini aldım. Sesi optik çıkışa alıp cihaz üzerinden bluetooth kulaklığa aldım  fakat bu seferde televizyonun kumandası optik ses çıkışını kontrol etmediğini öğrendim. Sadece TV' den ses alabilmek için ciddi bir ücret karşılığı satın aldığım Bluetooth Taotronics ürünü iade edeceğim. 
Basit bir harici ses çıkışı için sorun olan bu Samsung TV' ye gelince: Satın aldığım ve merkezinden de yeterince destek alamadığım ve tanıtılırken sunulan özelliklerin satın alındıktan sonra olmadığını öğrendiğim bu Samsung TV' yi de ayıplı mal olarak kabul ettim. Sorunumun çözülmemesi halinde hatalı ürün tanıtım bilgilendirme kayıtları da elimde bulunan bu cihaz için tüketici hakem heyetine başvuruda bulunacağım.  ,-1"
710,3.0,0.5857999920845032,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var",yerli mark fakat yerli yabancı firma ara en pahalı biri kalite olmak da diğer yan yanaşmak 
711,2.0,0.7057999968528748,"., -1, ,, bir, !, bu, de, ,0, için, ), da, ve, (, Bu, diye, var, ürün, VE, daha, sonra, ;, BİR, ürünü, iade, ne, 3, kadar, ..., yok, ''","..ürünü satın aldım ürün çalışmadı iade ettim 1 hafta sonra paketlediğim
ürün geri geldi  aradım personel işten ayrıldı o yapmıştır tekrar
gönderin dediler gönderdim  aradım kargo yu bulamadılar tekrar aradım
teknik kısım izindeymiş ertesi gün aradım yemekteymiş tekrar aradım 2
saaat sonra dönüş yapacam dedi yapmadı. ertesi gün aradım açmadılar
toplamda 1 ay sonra geri geldi aynı ürün ve çalışmıyor.  ,-1"
712,0.0,0.946399986743927,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün daha bugün el ulaşmak ve deneme fırsat ordu gayet kullanmak bir ürün tek 
713,4.0,0.5705999732017517,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı","Ürünü 2 aydır kullanıyorum metal olması ve kapasitesi gerçekten iyi. Diğer markalara da baktım ama kimisi bana çok küçük geldi. Misafir falan gelince çay sıkıntısı yaşanır bence. Çabuk ısınıyor ve ısısını uzun süre muhafaza ediyor. 
Eksik yönü olarak; dışı su lekesini hemen gösteriyor malum metal diye. Bazı arkadaşlar çay doldururken dökülüyor demişler ama ben hiç öyle bir şeyle karşılaşmadım.  ,0"
714,0.0,0.6608999967575073,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",şampuan beklemek gibi değil maalesef köpürmek mürekkep gibi bir renk var beğenmek 
715,0.0,0.926800012588501,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",bir günde gelmek güzel bir ürün diğer sit uygun fiyat 
716,3.0,0.7416999936103821,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","Kesinlikle ürünü beğenmedim sakın bulaşmayın görüntü olarak kaliteli
gözüküyor fakat motoru beş para etmez ilk geldiği zamanlar çalışıyordu
sonra aradan 1 ay 1.5 ay geçti bir çalışıyor bir çalışmıyor kafasına
göre takılıyor 3 kuruş fazla verin bildik bir marka alın.  ,-1"
717,0.0,0.9423999786376953,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün çok güzel ve kullanmak kargo ev öğünmek kadar gelmek Çook memnun kalmak 
718,0.0,0.7587000131607056,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",avantaj kalite Br ev anne ve abimler almak çok güzel ayrıca yerli mal servi çok memnu Homend inmek 
719,0.0,0.7993999719619751,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",par yazık vermek 
720,0.0,0.7997999787330627,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",memnun şekil kullanmak 
721,0.0,0.6000000238418579,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",memnu 
722,0.0,0.8023999929428101,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün sıfır değil yâd ben yanlış bilemek sonradan paket gibi gelmek 
723,0.0,0.6000000238418579,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hayır 
724,0.0,0.857200026512146,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",kablo hafta sonra şarj etmek başlamak şarj görünmek ama pil yüz artmak 
725,0.0,0.9463000297546387,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",gayet yeterli bir ürün çok beğenmek çok çabuk ısınmak temiz de kolay tavsiye etmek 
726,3.0,0.9789999723434448,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","uydular güzel fakat yeterli değil bu fiyata göre subwofer beklediğimden
çok zayıf çıktı baslar hiç yok gibi arkadaşımın almış olduğu 9w çıkışlı
creative a120 şaşırtıcı bir şekilde bundan daha iyi ses veriyor
anlayabilmiş değilim tavsiye etmiyorum  ,-1"
727,2.0,0.5873000025749207,"., -1, ,, bir, !, bu, de, ,0, için, ), da, ve, (, Bu, diye, var, ürün, VE, daha, sonra, ;, BİR, ürünü, iade, ne, 3, kadar, ..., yok, ''","Ara yüzü çok yavas.
Tp link modeme göre down hızı düşük.  ,-1"
728,0.0,0.733299970626831,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",Başar Bulduk 
729,4.0,0.5931000113487244,"., çok, ve, bir, için, ,1, ,0, güzel, ama, iyi, da, ürün, bu, Ürün, biraz, gücü, gibi, daha, fakat, göre, değil, gayet, yok, sık, ederim, de, en, olması, ağır, hızlı","Sinbo ürünleri genelde en kalite olmasa da fiyat performans ürünleridir. Sinbo'nun şaç kurutma makinasını  ketılını  yumurta makinasını yıllarca kullandım ama bu ürün olmamış  

bıçak yapısı mı  şişe yapısından mı  motor gücünden mi anlamadım parçalanmayan kısımlar kalıyor  alttan sıvı akıyor  şişeler bildiğin kötü malzeme. 

Sinbo bu makinayı bu şekilde piyasada tutarsa markasına çok zarar verir.

Hepsiburada sayıcılarına da bu modeli satıp insanları mağdur etmemeye çağırıyorum..  ,-1"
730,0.0,0.5231000185012817,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",biraz metalik bir koku Çay hassas bir tiryaki değil bu fiyat alınmak 
731,0.0,0.798799991607666,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",sağlam sürmek iyi 
732,0.0,0.866599977016449,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çeyiz almak kullanmak çok memnu 
733,0.0,0.5669999718666077,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",çok Başar ve güçlü bir blender çok güçlü parçalamak herşey çorba çok kullanmak özellikle 
734,3.0,0.5281999707221985,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","bu çekiş gücünde diğer markalar 700 1000 tl den başlıyor. hem yerli
kazanç. şiddetle tavsiye ederim  ,1"
735,1.0,0.6399000287055969,"., .., hem, bir, ama, alt, görmek, yok, cok, gibi, ve, kısım, icin, konu, de, -1, ,, sanki, kasmak, ses, urun, alınmak, ne, ,0, aparat, <, ekranmak, gerekmek, pek, Görür",Tl alt sürmek rakip 
736,0.0,0.8659999966621399,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",mağaza iletişim geçmek rica etmek 
737,0.0,0.5404000282287598,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün güzel ancak ses açmak huşu basmak ses bir kısmak bir açılamak 
738,3.0,0.675000011920929,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","Ürünü beğenmedim. Yeteri kadar nemlendirmiyor. Çabuk emiliyor ve sık sık
kullanmak icap ediyor.  ,-1"
739,0.0,0.6252999901771545,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",bu ürün global versiyon mu almak arkadaş dilmek seçenek Türk mı 
740,2.0,0.5127999782562256,"., -1, ,, bir, !, bu, de, ,0, için, ), da, ve, (, Bu, diye, var, ürün, VE, daha, sonra, ;, BİR, ürünü, iade, ne, 3, kadar, ..., yok, ''","Bu ürünü 2 yılı aşkın zamandır kullanıyoruz. Makine çok güzel olmakla beraber kronik sorunları var ve kullanıcıların büyük çoğunluğu bu sorunlardan muzdarip. 
İlk olarak kumanda kolu kırıldı. Yenisini almak zorunda kaldık. En çok yaşanan sorun bu. 
Daha sonra kablo sarma makarası bozuldu. Kabloyu toplayıp süpürgenin üstüne koyuyoruz. 
En sonunda ise borusu kırıldı. Yan sanayi ucuz bir boru aldık  orijinalinden daha iyi iş görüyor. 
Tavsiyem bu kadar para vermek yerine daha ekonomik makinelere yönelin. Emin olun daha fazla memnun kalacaksınız.  ,0"
741,0.0,0.8665000200271606,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürümek çekişmek güzel tavsiye etmek 
742,0.0,0.8396000266075134,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",güzel ürün iyi satmak 
743,0.0,0.5967000126838684,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün idare etmek kablo kısa yalnız uzatmak da lazım 
744,0.0,0.8392999768257141,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",süper bir ürün bayılmak 
745,0.0,0.8395000100135803,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",kargo çok hızlı gelmek 
746,0.0,0.5464000105857849,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",bazı kanal çıkmak 
747,0.0,0.43619999289512634,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",kutu içerik masaüstü sabitlemek ayak biri çıkmak nasıl iş bu 
748,0.0,0.8996000289916992,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün çok çok memnu harika bir telefon 
749,1.0,0.5116000175476074,"., .., hem, bir, ama, alt, görmek, yok, cok, gibi, ve, kısım, icin, konu, de, -1, ,, sanki, kasmak, ses, urun, alınmak, ne, ,0, aparat, <, ekranmak, gerekmek, pek, Görür","Ürünün ambalajında TOSHIBA yazıyor ama flash bellekler aslında TOSNIBA
markalı. Bilgisayara taktığınızda öyle yazıyor. Yani orijinal Toshiba
değil. Sahte ürün. Önüne geçilmeli.  ,-1"
750,3.0,0.7828999757766724,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","Mağaza ürünü kendi kutusu üzerine streç film sararak göndermiş. Kargodan
aldığımda kutu üzerinde kocaman bir delik vardı. Kutuyu açtım kontrol
ettim zarar görmediğini görünce teslim aldım. Bir başka kutuya daha
konabilirdi. Ayrıca ürün hızlı kargoladı elime hızlı ulaştı  ,1"
751,0.0,0.7724999785423279,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün beklemek kalite düşük plastik kaplama sınıf kalite 
752,0.0,0.8996999859809875,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün gerçekten çok güzel kesinlikle tavsiye etmek 
753,0.0,0.8662999868392944,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",sipariş etmek ürün hasar gelmek 
754,0.0,0.7976999878883362,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",gelen ürün bu ürün aynı ses açmak kapmak yemek fark ayrıca kutu Usb demek içinde çift Jak var 
755,0.0,0.8327000141143799,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",Everest değil direk gelmek kargo yavaş merak etmek almak ama çok bir şey beklemek bu fiyat bu kadar 
756,0.0,0.7246999740600586,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün çekmek Gu zayıf beklenti karşılamak ses bir hayli yüksek 
757,0.0,0.7996000051498413,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün kapak gelmek 
758,0.0,0.8651999831199646,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ızgara eziyet dönüşmek istemek almak 
759,0.0,0.8021000027656555,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",gündüz ürün gelmek bilgi vermek de yok iletişim sağ denemek 
760,0.0,0.800000011920929,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",sorumak teşekkür etmek 
761,0.0,0.899399995803833,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",henüz ürün almak için bir şey demek 
762,0.0,0.6801999807357788,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",a enerji konu belli zaten taşmak olmak Başar oldukça sessiz çalışmak se daha ne 
763,0.0,0.9104999899864197,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hediye gelmek daha kullanmak ama Nivea belli zaten 
764,0.0,0.8658000230789185,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",hiç beğenmek mağaza iletişim değil 
765,0.0,0.8392999768257141,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün hiç kullanmak şarj 
766,0.0,0.5514000058174133,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün gerçekten Çoook sessiz çalışmak çocuk tıraş için birebir bir ürün 
767,1.0,0.52920001745224,"., .., hem, bir, ama, alt, görmek, yok, cok, gibi, ve, kısım, icin, konu, de, -1, ,, sanki, kasmak, ses, urun, alınmak, ne, ,0, aparat, <, ekranmak, gerekmek, pek, Görür",sıvı ve sıvı yakın kıvam işemek yarar ama bu dış kesinlikle dişli sıyırmak ve elden çıkmak 
768,3.0,0.8597999811172485,"., ,, -1, bir, ve, bu, ,1, ürün, çok, :, ama, iyi, daha, için, ,0, değil, gibi, da, geldi, aldım, yok, Ürün, kadar, yönleri, sonra, ürünü, ile, olarak, ..., var","3 kademe falan yok tek kademe her kademed ayni calisiyor  dugmelere
basarken dugmeler saga sola hareket ediyor gorunusu iyi hasarsiz geldi
ben zaten sus icin almistim calismasi cokta umurumda degil  ,0"
769,0.0,0.79830002784729,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün fena değil 
770,0.0,0.6069999933242798,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün fiyat çok uygun çocuk için almak oyun ve film yelpaze daha geniş zaman daha keyif olmak alınmak 
771,0.0,0.9495000243186951,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ne hikmet garanti sürmek gün önce dolu ve bozulmak su akıtmak buhar vermek ısıtmak başlamak 
772,0.0,0.7329000234603882,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",tavsiye etmek 
773,0.0,0.8992999792098999,"ürün, çok, bir, güzel, almak, etmek, kullanmak, iyi, ve, fiyat, kalite, gelmek, tavsiye, ama, olmak, gayet, hızlı, teşekkür, beğenmek, değil, daha, için, kargo, bu, yapmak, gibi, göre, kalmak, hiç, yok",ürün hiç beğenmek normal bir mağaza almak 
